管理處名稱,工作站,名稱,採樣日期,水溫°C,pH值,EC(μS/cm),備註,版本日期
宜蘭管理處,頭城站,金面圳金面第一幹線取水口,2023/5/16,22.7,7.61,143,,202303
宜蘭管理處,頭城站,北門坑圳幹線取水口,2023/5/16,23.2,7.72,114,,202303
宜蘭管理處,頭城站,抵美簡圳幹線取水口,2023/5/16,24.3,7.33,302,,202303
宜蘭管理處,頭城站,猴洞坑圳幹線取水口,2023/5/16,23.2,8.43,84,,202303
宜蘭管理處,頭城站,白石腳湧泉第二幹線取水口,2023/5/16,24.5,7.3,149,,202303
宜蘭管理處,頭城站,白石腳湧泉第一幹線取水口,2023/5/16,24.5,7.13,151,,202303
宜蘭管理處,頭城站,湯圍湧泉幹線取水口,2023/5/16,25.3,7.73,710,,202303
宜蘭管理處,頭城站,六結圳幹線礁溪六結一主給取水口,2023/5/16,25.3,8.29,234,,202303
宜蘭管理處,頭城站,五股圳幹線礁溪1-17小給取水口,2023/5/16,24.1,8,314,,202303
宜蘭管理處,頭城站,湯圍湧泉幹線四支線湯圍1-2小給取水口,2023/5/16,24.9,7.24,198,,202303
宜蘭管理處,頭城站,金面圳金面第二幹線二主給2小給取水口,2023/5/16,24.3,7.34,356,,202303
宜蘭管理處,頭城站,金面第四湧泉圳取水口,2023/5/16,23.3,7.2,183,,202303
宜蘭管理處,礁溪站,辛永安圳取水口,2023/5/5,24.6,7.51,202,,202303
宜蘭管理處,礁溪站,黃德記圳取水口,2023/5/5,25.5,7.61,230,,202303
宜蘭管理處,礁溪站,林源春圳取水口,2023/5/5,24.9,7.51,211,,202303
宜蘭管理處,礁溪站,茅埔圳取水口,2023/5/5,24.1,7.49,219,,202303
宜蘭管理處,礁溪站,大坡圳(龍潭湖)取水口,2023/5/5,24.6,7.77,186,,202303
宜蘭管理處,礁溪站,四結佃圳上游,2023/5/5,24.7,7.55,198,,202303
宜蘭管理處,礁溪站,四結佃圳下游,2023/5/5,25.1,7.54,240,,202303
宜蘭管理處,礁溪站,金長源圳上游,2023/5/5,24.6,7.76,188,,202303
宜蘭管理處,礁溪站,金長源圳下游,2023/5/5,24.8,7.86,155,,202303
宜蘭管理處,礁溪站,金慶安圳取水口,2023/5/5,24.9,7.47,246,,202303
宜蘭管理處,礁溪站,七結湧泉圳上游,2023/5/5,25.8,7.59,218,,202303
宜蘭管理處,礁溪站,柴圍佃圳取水口,2023/5/5,26,7.75,213,,202303
宜蘭管理處,礁溪站,民生圳取水口,2023/5/5,25.9,7.48,208,,202303
宜蘭管理處,礁溪站,三民四中排(補助水源),2023/5/5,25.9,7.49,186,,202303
宜蘭管理處,礁溪站,李寶興排水,2023/5/5,25.9,7.73,199,,202303
宜蘭管理處,礁溪站,充公支線塭底分線上游,2023/5/5,25,7.62,245,,202303
宜蘭管理處,礁溪站,七結抽水機取水口,2023/5/5,25.8,7.72,288,,202303
宜蘭管理處,礁溪站,朝陽4號抽水機取水口,2023/5/5,24.8,7.52,249,,202303
宜蘭管理處,礁溪站,玉田1號抽水機取水口,2023/5/5,25.1,7.54,277,,202303
宜蘭管理處,礁溪站,玉田2號抽水機取水口,2023/5/5,25.1,7.55,288,,202303
宜蘭管理處,礁溪站,辛永安圳上游(二結排水一結革新二中排茭白9小排),2023/5/5,24.9,7.6,452,,202303
宜蘭管理處,礁溪站,茅埔抽水機取水口,2023/5/5,24.3,7.5,235,,202303
宜蘭管理處,礁溪站,民權抽水機取水口,2023/5/5,24.2,7.49,302,,202303
宜蘭管理處,礁溪站,朝陽2號抽水機取水口,2023/5/5,24.3,7.52,271,,202303
宜蘭管理處,礁溪站,民生圳幹線下游(瑪僯12-6小排),2023/5/5,25.9,7.6,685,,202303
宜蘭管理處,礁溪站,充公支線塭底分線下游,2023/5/5,24.9,7.44,286,,202303
宜蘭管理處,礁溪站,李寶興排水下游(三民8-2小給),2023/5/5,25.8,7.56,257,,202303
宜蘭管理處,礁溪站,茅埔排水下游,2023/5/5,24.5,7.86,395,,202303
宜蘭管理處,礁溪站,李寶興圳幹線上游,2023/5/5,25.6,7.88,177,,202303
宜蘭管理處,礁溪站,李寶興圳幹線下游,2023/5/5,25.8,7.77,168,,202303
宜蘭管理處,礁溪站,三十九結抽水機取水口,2023/5/5,25.3,7.44,254,,202303
宜蘭管理處,礁溪站,茭白幹線上游,2023/5/5,24.8,7.58,315,,202303
宜蘭管理處,礁溪站,辛永安圳一支線中游,2023/5/5,24.8,7.52,299,,202303
宜蘭管理處,礁溪站,玉田支線取水門取水口,2023/5/5,24.8,7.59,218,,202303
宜蘭管理處,壯圍站,金同春圳上游,2023/5/12,25.5,7.17,191,,202303
宜蘭管理處,壯圍站,金同春圳下游,2023/5/12,25.4,6.94,193,,202303
宜蘭管理處,壯圍站,充館圳上游,2023/5/12,25.2,6.94,193,,202303
宜蘭管理處,壯圍站,公館支線分水門,2023/5/15,25,7.26,253,,202303
宜蘭管理處,壯圍站,新城圳取水口,2023/5/12,26.3,6.86,200,,202303
宜蘭管理處,壯圍站,二結湧泉圳引水口,2023/5/12,26.6,7.12,197,,202303
宜蘭管理處,壯圍站,十三股大排上游(補助水源),2023/5/12,27.2,7.29,266,,202303
宜蘭管理處,壯圍站,壯東第二大排(補助水源),2023/5/12,25.2,7.53,568,,202303
宜蘭管理處,壯圍站,壯東第三大排(補助水源),2023/5/12,28,7.52,276,,202303
宜蘭管理處,壯圍站,古亭排水(補助水源),2023/5/12,26.7,7.45,273,,202303
宜蘭管理處,壯圍站,梅洲第一幹線,2023/5/12,26.3,6.91,220,,202303
宜蘭管理處,壯圍站,梅洲第二幹線,2023/5/12,26.4,7.45,186,,202303
宜蘭管理處,壯圍站,梅洲第三幹線,2023/5/12,26.3,7.33,186,,202303
宜蘭管理處,壯圍站,梅洲第四幹線,2023/5/12,26.4,7.05,212,,202303
宜蘭管理處,壯圍站,充公支線,2023/5/12,26.3,7.09,264,,202303
宜蘭管理處,壯圍站,金同春圳導水路,2023/5/12,26.2,7.01,189,,202303
宜蘭管理處,壯圍站,壯東第一大排(輔助水源),2023/5/12,24.7,7.38,552,,202303
宜蘭管理處,壯圍站,充館圳幹線分水門,2023/5/12,26,7.53,278,,202303
宜蘭管理處,員山站,枕山圳上游,2023/5/16,25.3,7.67,228,,202303
宜蘭管理處,員山站,雷公埤圳取水口,2023/5/16,26.2,7.53,208,,202303
宜蘭管理處,員山站,隘界圳取水口,2023/5/16,24.7,7.9,132,,202303
宜蘭管理處,員山站,金大安圳取水口,2023/5/16,25.6,8.12,142,,202303
宜蘭管理處,員山站,鼻仔頭圳取水口,2023/5/16,25.5,7.62,248,,202303
宜蘭管理處,員山站,大三鬮圳取水口,2023/5/16,25.8,7.57,217,,202303
宜蘭管理處,員山站,內城圳取水口,2023/5/16,25.9,7.81,137,,202303
宜蘭管理處,員山站,內湖圳取水口,2023/5/16,26.1,7.44,382,,202303
宜蘭管理處,員山站,改良番仔圳取水口,2023/5/16,25.8,7.91,362,,202303
宜蘭管理處,員山站,深溝湧泉圳引水口,2023/5/16,25.6,8.03,343,,202303
宜蘭管理處,員山站,金覆興圳取水口,2023/5/16,25.7,8.26,356,,202303
宜蘭管理處,員山站,結頭份排水中游,2023/5/16,26,7.07,230,,202303
宜蘭管理處,員山站,茄苳林二排水下游,2023/5/16,25.2,7.46,157,,202303
宜蘭管理處,員山站,浮洲排水新洲子中排中游(第二制水門),2023/5/16,25.7,8.12,342,,202303
宜蘭管理處,員山站,浮洲排水新洲子中排中游(第一制水門),2023/5/16,25.6,7.93,379,,202303
宜蘭管理處,員山站,深溝排水中游(第三制水門),2023/5/16,25.9,8.13,346,,202303
宜蘭管理處,員山站,深溝排水上游(第一制水門),2023/5/16,25.6,7.99,339,,202303
宜蘭管理處,員山站,蓁巷排水深洲成功二中排下游,2023/5/16,26,7.69,426,,202303
宜蘭管理處,員山站,鼻仔頭圳幹線四支線,2023/5/16,25.1,7.82,220,,202303
宜蘭管理處,員山站,枕山圳下游(第二分水門),2023/5/16,25.2,8.29,226,,202303
宜蘭管理處,員山站,隘界圳中游(一支線),2023/5/16,24.8,8.18,134,,202303
宜蘭管理處,宜蘭站,三鬮圳幹線上游,2023/5/12,26.5,8.38,344,,202303
宜蘭管理處,宜蘭站,三鬮圳幹線下游,2023/5/12,26.8,7.65,277,,202303
宜蘭管理處,宜蘭站,溪洲圳上游,2023/5/12,26,7.68,191,,202303
宜蘭管理處,宜蘭站,溪洲圳中游,2023/5/12,25.8,7.92,355,,202303
宜蘭管理處,宜蘭站,美福大排(補助水源),2023/5/12,26,7.71,325,,202303
宜蘭管理處,宜蘭站,舊港大排(補助水源),2023/5/12,26.7,7.5,336,,202303
宜蘭管理處,宜蘭站,振興支線取水口,2023/5/12,25.8,7.52,268,,202303
宜蘭管理處,宜蘭站,金山支線上游(制水門),2023/5/12,26.7,7.72,264,,202303
宜蘭管理處,宜蘭站,員山支線四分線上游,2023/5/12,26.5,7.52,283,,202303
宜蘭管理處,宜蘭站,員山支線五分線上游,2023/5/12,26.7,7.58,291,,202303
宜蘭管理處,宜蘭站,宜壯振興支線下游,2023/5/12,26.3,7.46,264,,202303
宜蘭管理處,宜蘭站,石橋支線上游(制水門),2023/5/12,25.8,7.6,265,,202303
宜蘭管理處,宜蘭站,宜壯壯五支線A12分線上游,2023/5/12,27.1,8.86,163,,202303
宜蘭管理處,宜蘭站,四鬮支線下游(制水門),2023/5/12,26.2,7.97,263,,202303
宜蘭管理處,宜蘭站,三鬮圳幹線上游(宜員三泰2-1-6小給),2023/5/12,26.4,7.26,315,,202303
宜蘭管理處,宜蘭站,美福大排中游(宜壯振興A-2-7小排),2023/5/12,26.6,7.94,342,,202303
宜蘭管理處,三星站,叭哩沙圳幹線取水口,2023/5/16,21.8,8.16,617,,202303
宜蘭管理處,三星站,天送埤圳上游(天送埤圳幹線),2023/5/16,22,8.34,614,,202303
宜蘭管理處,三星站,破布烏圳幹線取水口,2023/5/16,22,8.36,610,,202303
宜蘭管理處,三星站,下湖圳幹線取水口,2023/5/16,24.1,8.33,622,,202303
宜蘭管理處,三星站,瓦窯圳幹線取水口,2023/5/16,24.1,8.39,620,,202303
宜蘭管理處,三星站,柑坑圳幹線取水口,2023/5/16,23.7,8.49,617,,202303
宜蘭管理處,三星站,月眉湖圳幹線取水口,2023/5/16,23.9,8.52,615,,202303
宜蘭管理處,三星站,張公圍圳幹線取水口,2023/5/16,24.2,8.45,600,,202303
宜蘭管理處,三星站,阿里史圳第一幹線取水口,2023/5/16,24.3,8.54,585,,202303
宜蘭管理處,三星站,萬富圳幹線取水口,2023/5/16,26.5,8.48,588,,202303
宜蘭管理處,三星站,阿里史圳第五幹線取水口,2023/5/16,26.7,8.44,583,,202303
宜蘭管理處,三星站,黃鳳鳴圳幹線取水口,2023/5/16,24.3,8.56,599,,202303
宜蘭管理處,三星站,大埔圳幹線取水口,2023/5/16,24.2,8.43,602,,202303
宜蘭管理處,三星站,大洲湧泉圳第一幹線取水口,2023/5/16,26,7.71,617,,202303
宜蘭管理處,三星站,大洲圳湧泉第二幹線取水口,2023/5/16,25.8,7.7,617,,202303
宜蘭管理處,三星站,大洲湧泉圳第三幹線取水口,2023/5/16,25.3,8.02,599,,202303
宜蘭管理處,三星站,中湧圳幹線取水口,2023/5/16,25.8,7.88,626,,202303
宜蘭管理處,三星站,金漳成圳幹線取水口,2023/5/16,25.7,8.31,598,,202303
宜蘭管理處,三星站,水車溝圳幹線取水口,2023/5/16,26.2,8.33,613,,202303
宜蘭管理處,三星站,月眉圳幹線中游,2023/5/16,23.6,8.55,614,,202303
宜蘭管理處,三星站,萬富圳幹線下游,2023/5/16,26.1,8.74,564,,202303
宜蘭管理處,三星站,三星排水下游(三星排水安農三大義五主給),2023/5/16,26.5,8.63,590,,202303
宜蘭管理處,三星站,中溪洲排水中游(中溪州大排三分線),2023/5/16,26,7.92,718,,202303
宜蘭管理處,三星站,三星排水中游(第一取水門),2023/5/16,26.8,8.72,595,,202303
宜蘭管理處,三星站,萬富大排中游(第一取水門),2023/5/16,25.8,8.72,592,,202303
宜蘭管理處,三星站,月眉圳幹線上游(月眉圳幹線四支線萬貴萬德6-8小給,2023/5/16,24.6,8.61,597,,202303
宜蘭管理處,三星站,三星排水上游(三星排水二號傾倒式制水門),2023/5/16,24.4,8.76,596,,202303
宜蘭管理處,三星站,月眉圳幹線中游(月眉圳四支二號傾倒式水門),2023/5/16,25.9,8.54,608,,202303
宜蘭管理處,三星站,張公圍排水中游(張公圍排水一號排水門),2023/5/16,24.1,8.57,595,,202303
宜蘭管理處,三星站,黃鳳鳴圳幹線上游(黃鳳鳴圳補給線制水門),2023/5/16,24.9,8.54,554,,202303
宜蘭管理處,三星站,大洲湧泉圳第六幹線下游(大洲湧泉圳第六幹線四分線),2023/5/16,25.7,8.03,624,,202303
宜蘭管理處,三星站,萬富圳幹線上游(萬富圳幹線行健導水路),2023/5/16,26.8,8.36,605,,202303
宜蘭管理處,三星站,水車溝圳幹線下游(安農二尾塹二主給4-4小給),2023/5/16,24.7,8.19,607,,202303
宜蘭管理處,羅東站,歪仔歪圳取水口,2023/5/16,29.3,7.16,259,,202303
宜蘭管理處,羅東站,打那岸圳取水口,2023/5/16,27.7,6.95,343,,202303
宜蘭管理處,羅東站,月眉圳取水口,2023/5/16,28.3,6.98,275,,202303
宜蘭管理處,羅東站,埔仔圳取水口,2023/5/16,27.5,7.03,453,,202303
宜蘭管理處,羅東站,金長安圳取水口,2023/5/16,26.9,6.89,246,,202303
宜蘭管理處,羅東站,冬螺圳取水口,2023/5/16,27,7.28,143,,202303
宜蘭管理處,羅東站,大光明圳取水口,2023/5/16,26.3,8.32,590,,202303
宜蘭管理處,羅東站,埔林圳取水口,2023/5/16,26.9,8.47,575,,202303
宜蘭管理處,羅東站,柯林圳第一幹線取水口,2023/5/16,26.4,7.94,600,,202303
宜蘭管理處,羅東站,柯林圳第二幹線取水口,2023/5/16,26.6,7.38,420,,202303
宜蘭管理處,羅東站,柯林圳第三幹線取水口,2023/5/16,28.1,7.65,592,,202303
宜蘭管理處,羅東站,柯湧圳取水口,2023/5/16,26.5,7.11,338,,202303
宜蘭管理處,羅東站,北成圳取水口,2023/5/16,27.8,6.7,510,,202303
宜蘭管理處,羅東站,四人埤圳取水口,2023/5/16,26.8,7.02,390,,202303
宜蘭管理處,羅東站,輕仔腳埤圳取水口,2023/5/16,28.8,7.3,615,,202303
宜蘭管理處,羅東站,雷公埤圳取水口,2023/5/16,28.7,7.28,368,,202303
宜蘭管理處,羅東站,柯林中排(補助水源),2023/5/16,26.2,8.06,556,,202303
宜蘭管理處,羅東站,柯林圳第五幹線取水口,2023/5/16,27.6,7.38,530,,202303
宜蘭管理處,羅東站,大光明圳下游,2023/5/16,25.7,8.31,585,,202303
宜蘭管理處,羅東站,埔林圳下游,2023/5/16,28.4,7.85,570,,202303
宜蘭管理處,羅東站,冬螺圳第二幹線取水口,2023/5/16,29.7,7.06,275,,202303
宜蘭管理處,羅東站,金長安二幹取水口,2023/5/16,26.2,7.23,248,,202303
宜蘭管理處,羅東站,冬螺湧泉圳取水口,2023/5/16,25.9,7.65,261,,202303
宜蘭管理處,羅東站,金長安二幹中興金2M主給取水口,2023/5/16,26.7,7.15,264,,202303
宜蘭管理處,羅東站,十六份圳幹線下游,2023/5/16,28.2,7.11,250,,202303
宜蘭管理處,五結站,四結支線下游,2023/5/12,25.8,8.08,429,,202303
宜蘭管理處,五結站,五股圳下游,2023/5/12,26.7,7.46,385,,202303
宜蘭管理處,五結站,五結支線下游,2023/5/12,27.5,7.73,361,,202303
宜蘭管理處,五結站,二結支線下游,2023/5/12,25.7,8.05,427,,202303
宜蘭管理處,五結站,萬長春圳取水口,2023/5/12,24.7,7.91,423,,202303
宜蘭管理處,五結站,林和源圳取水口,2023/5/12,25.4,7.34,411,,202303
宜蘭管理處,五結站,茅仔寮二號抽水機,2023/5/12,26.1,7.94,448,,202303
宜蘭管理處,五結站,大吉二號抽水機,2023/5/12,26.7,7.74,496,,202303
宜蘭管理處,五結站,龍德八號抽水機取水口,2023/5/12,26.1,7.27,259,,202303
宜蘭管理處,五結站,四結支線B5分線,2023/5/12,25.2,7.81,448,,202303
宜蘭管理處,五結站,二結支線第一分線上游,2023/5/12,25.3,7.98,427,,202303
宜蘭管理處,五結站,協和十一之一主給,2023/5/16,25.8,7.81,393,,202303
宜蘭管理處,五結站,五結支線一分線,2023/5/12,26.4,8.87,353,,202303
宜蘭管理處,五結站,五結支線三分線,2023/5/12,27.8,7.58,450,,202303
宜蘭管理處,冬山站,陳進財圳取水口,2023/5/9,23.1,8.09,294,,202303
宜蘭管理處,冬山站,公埔圳取水口,2023/5/9,23.6,6.54,121,,202303
宜蘭管理處,冬山站,珍珠第一抽水機抽水口,2023/5/9,22,8.18,215,,202303
宜蘭管理處,冬山站,八仙圳取水口,2023/5/9,22.1,7.49,262,,202303
宜蘭管理處,冬山站,砂仔港圳取水口,2023/5/9,21.8,7.4,257,,202303
宜蘭管理處,冬山站,武淵圳取水口,2023/5/9,22.2,7.41,285,,202303
宜蘭管理處,冬山站,朱九圳取水口,2023/5/9,23.2,7.15,242,,202303
宜蘭管理處,冬山站,莊錦發圳取水口,2023/5/9,23.4,7.25,303,,202303
宜蘭管理處,冬山站,張火盛圳取水口,2023/5/9,23.3,7.22,236,,202303
宜蘭管理處,冬山站,八寶圳取水口,2023/5/9,21.7,7.33,275,,202303
宜蘭管理處,冬山站,順安圳取水口,2023/5/9,23.5,7.42,256,,202303
宜蘭管理處,冬山站,珍珠第二抽水機抽水口,2023/5/9,22.1,7.68,127,,202303
宜蘭管理處,冬山站,梅花排水(補助水源),2023/5/9,23.5,8.11,492,,202303
宜蘭管理處,冬山站,十三份圳取水口,2023/5/9,23.4,7.13,135,,202303
宜蘭管理處,冬山站,八寶湧泉圳第一幹線取水口,2023/5/9,23.6,7.35,143,,202303
宜蘭管理處,冬山站,十六份圳二號抽水機取水口,2023/5/9,21.8,7.44,135,,202303
宜蘭管理處,冬山站,南富一號抽水機取水口,2023/5/9,21.6,7.42,164,,202303
宜蘭管理處,冬山站,林寶春圳南富七主給取水口,2023/5/9,22.2,7.26,314,,202303
宜蘭管理處,冬山站,冬山圳幹線取水口,2023/5/9,23.1,7.82,197,,202303
宜蘭管理處,冬山站,八寶圳下游,2023/5/9,23,7.4,253,,202303
宜蘭管理處,冬山站,林寶春支線6主給取水口,2023/5/9,23,7.6,282,,202303
宜蘭管理處,冬山站,南富一中排取水口,2023/5/9,23,7.53,234,,202303
宜蘭管理處,冬山站,林吉記支線二分線取水口,2023/5/9,23,7.63,200,,202303
宜蘭管理處,冬山站,林寶春第一、二支取水口,2023/5/9,22.9,7.2,281,,202303
宜蘭管理處,冬山站,南富八主給取水口,2023/5/9,22.1,7.74,573,,202303
宜蘭管理處,冬山站,北富一主給取水口,2023/5/9,22.5,7.41,264,,202303
宜蘭管理處,冬山站,順安圳幹線(太員順安區二主給),2023/5/9,23.6,7.18,267,,202303
宜蘭管理處,冬山站,南富3號抽水機取水口,2023/5/9,22.2,7.46,412,,202303
宜蘭管理處,冬山站,順安分線取水口,2023/5/9,23.4,7.37,256,,202303
宜蘭管理處,冬山站,龍德5號抽水機取水口,2023/5/9,23.1,7.63,199,,202303
宜蘭管理處,冬山站,龍德7號抽水機取水口,2023/5/9,23,7.68,278,,202303
宜蘭管理處,冬山站,奇武荖抽水機取水口,2023/5/9,23,7.8,201,,202303
宜蘭管理處,蘇澳站,金豐萬圳取水口,2023/5/12,24.1,8.14,203,,202303
宜蘭管理處,蘇澳站,金豐萬圳幹線一支線下游,2023/5/12,24,7.84,204,,202303
宜蘭管理處,蘇澳站,糞箕湖圳幹線隘丁支線上游,2023/5/12,26.2,8.08,201,,202303
宜蘭管理處,蘇澳站,糞箕湖圳幹線隘丁支線下游,2023/5/12,26.3,6.94,232,,202303
宜蘭管理處,蘇澳站,龍德二號抽水機抽水口,2023/5/12,26.4,6.28,437,,202303
宜蘭管理處,蘇澳站,龍德四號抽水機抽水口,2023/5/12,25.4,6.59,538,,202303
宜蘭管理處,蘇澳站,大南澳圳第一幹線取水口,2023/5/12,24.3,8.13,273,,202303
宜蘭管理處,蘇澳站,大南澳圳第二幹線取水口,2023/5/12,23.8,8.18,272,,202303
宜蘭管理處,蘇澳站,大南澳圳第三幹線取水口,2023/5/12,23.9,8.28,273,,202303
宜蘭管理處,蘇澳站,隆恩圳取水口,2023/5/12,26.6,7.07,430,,202303
宜蘭管理處,蘇澳站,隆恩排水中游(隆恩排水制水門),2023/5/12,26.7,7.34,642,,202303
宜蘭管理處,蘇澳站,馬賽中排上游(馬賽中排制水門),2023/5/12,23.8,7.51,292,,202303
宜蘭管理處,蘇澳站,馬賽排水中游(馬賽大排制水門),2023/5/12,24.3,7.49,246,,202303
宜蘭管理處,蘇澳站,馬賽排水上游(新馬4-5小排),2023/5/12,23.9,7.95,217,,202303
宜蘭管理處,蘇澳站,金豐萬圳下游(金豐萬圳幹線新馬六主給),2023/5/12,24,7.84,234,,202303
宜蘭管理處,蘇澳站,港口排水上游(下埤排水制水門),2023/5/12,25.9,7.67,212,,202303
宜蘭管理處,頭城站,大坑罟抽水機抽水口,2023/7/14,29.1,7.18,445,,202304
宜蘭管理處,頭城站,新興湧泉幹線引水口,2023/7/14,26.3,7.54,184,,202304
宜蘭管理處,頭城站,福德坑圳幹線取水口,2023/7/14,24.6,7.9,193,,202304
宜蘭管理處,頭城站,金面圳金面第一幹線取水口,2023/7/14,26.3,7.65,152,,202304
宜蘭管理處,頭城站,北門坑圳幹線取水口,2023/7/14,25.3,7.68,115,,202304
宜蘭管理處,頭城站,抵美簡圳幹線取水口,2023/7/14,24.4,7.28,308,,202304
宜蘭管理處,頭城站,猴洞坑圳幹線取水口,2023/7/14,24.5,8.29,96,,202304
宜蘭管理處,頭城站,白石腳湧泉第二幹線取水口,2023/7/14,25.7,7.26,153,,202304
宜蘭管理處,頭城站,白石腳湧泉第一幹線取水口,2023/7/14,25.2,7.23,143,,202304
宜蘭管理處,頭城站,湯圍湧泉幹線取水口,2023/7/14,27.3,7.62,708,,202304
宜蘭管理處,頭城站,六結圳幹線礁溪六結一主給取水口,2023/7/14,27.1,8.32,245,,202304
